Date,Open,High,Low,Close,Adj Close,Volume
2022-05-27,1679.458984,1690.860718,1603.840088,1607.248657,1607.248657,23733144782
2022-05-28,1606.981323,1638.015015,1606.981323,1638.015015,1638.015015,21631065726
2022-05-29,1669.921631,1694.699707,1645.465088,1688.792969,1688.792969,9918745218
2022-05-30,1688.657837,1860.978027,1681.709717,1853.102783,1853.102783,18174965383
2022-05-31,1853.071899,1861.386475,1799.984009,1809.406738,1809.406738,17106454110
2022-06-01,1809.148315,1834.034912,1667.593140,1712.231323,1712.231323,19753335017
2022-06-02,1711.144775,1716.817383,1671.864868,1705.943481,1705.943481,15872194964
2022-06-03,1705.928955,1710.242676,1629.540771,1655.834106,1655.834106,13878542283
2022-06-04,1655.966797,1688.870117,1633.870605,1680.762939,1680.762939,8095860335
2022-06-05,1680.958374,1703.386353,1657.928467,1682.978149,1682.978149,8251144006
2022-06-06,1683.380005,1786.763672,1682.500000,1739.313477,1739.313477,15452567900
2022-06-07,1739.354614,1739.660645,1620.017822,1695.752441,1695.752441,22453703525
2022-06-08,1695.801392,1711.680176,1656.929321,1673.575195,1673.575195,16834429111
2022-06-09,1673.519653,1704.963135,1660.995483,1685.454102,1685.454102,11312552448
2022-06-10,1685.325928,1690.578247,1581.323486,1582.852417,1582.852417,17591309453
2022-06-11,1583.019409,1596.419922,1432.546021,1454.052246,1454.052246,20082777051
2022-06-12,1454.552368,1463.597412,1365.193359,1377.787109,1377.787109,22370264883
2022-06-13,1376.470459,1381.168945,1135.085205,1156.670532,1156.670532,43366438862
2022-06-14,1156.644165,1202.376709,1051.032104,1160.808228,1160.808228,31929024318
2022-06-15,1160.523682,1183.900146,978.542786,1179.338745,1179.338745,35900214734
2022-06-16,1179.718384,1191.635620,1003.838867,1012.365662,1012.365662,17927251886
2022-06-17,1012.609375,1056.988159,1006.675415,1034.879272,1034.879272,13897982368
2022-06-18,1034.744629,1043.115723,853.762512,946.681519,946.681519,20632058714
2022-06-19,946.456543,1089.556641,898.548462,1074.994873,1074.994873,20777632973
2022-06-20,1074.994751,1101.974487,1014.632629,1071.910889,1071.910889,18764096660
2022-06-21,1071.786865,1122.055664,1057.391235,1068.077148,1068.077148,14843450527
2022-06-22,1068.597778,1069.441772,993.482361,995.224426,995.224426,14208292282
2022-06-23,995.136780,1089.135132,994.055969,1086.933105,1086.933105,13934145595
2022-06-24,1086.760132,1173.377808,1077.517212,1162.225586,1162.225586,16087117295
2022-06-25,1162.111816,1180.745361,1122.169922,1177.953369,1177.953369,11824509597
2022-06-26,1177.518188,1205.126831,1135.178101,1135.580688,1135.580688,11448834475
2022-06-27,1135.468384,1166.016968,1114.285645,1128.219238,1128.219238,11807151617
2022-06-28,1127.815918,1167.162476,1084.501099,1087.701660,1087.701660,13326350493
2022-06-29,1087.649536,1094.764648,1045.386841,1052.034424,1052.034424,14729507776
2022-06-30,1052.426147,1057.055176,969.118530,1018.564880,1018.564880,15604163650
2022-07-01,1019.536377,1050.778687,994.963440,1016.164307,1016.164307,16779456105
2022-07-02,1016.503601,1028.902954,991.420837,1022.632141,1022.632141,9526813164
2022-07-03,1022.588684,1039.280518,1001.051025,1029.217529,1029.217529,8202216482
2022-07-04,1029.243652,1104.969849,1004.685608,1103.307373,1103.307373,13103752468
2022-07-05,1102.780884,1117.027100,1061.513428,1106.176270,1106.176270,15790614138
2022-07-06,1106.450562,1172.190674,1087.019653,1165.454102,1165.454102,15094814482
2022-07-07,1165.441284,1226.632813,1142.021606,1217.080322,1217.080322,13994920452
2022-07-08,1217.067505,1239.656250,1182.816040,1200.095215,1200.095215,16016825470
2022-07-09,1199.899536,1206.242188,1187.207275,1194.668579,1194.668579,8659640059
2022-07-10,1194.596069,1194.596069,1135.962158,1149.167358,1149.167358,10803730244
2022-07-11,1148.909180,1151.404541,1090.038086,1092.229858,1092.229858,12009131555
2022-07-12,1092.252441,1092.252441,1034.669312,1035.055298,1035.055298,12545268357
2022-07-13,1035.050171,1109.745239,1017.538635,1109.745239,1109.745239,18239444218
2022-07-14,1109.674072,1200.049438,1076.514648,1188.357910,1188.357910,16644265727
2022-07-15,1188.506104,1264.953247,1180.411987,1223.264038,1223.264038,17272156639
2022-07-16,1222.929321,1366.921021,1186.041138,1341.805420,1341.805420,18217101686
2022-07-17,1342.379395,1367.390137,1319.125244,1325.644287,1325.644287,15923658134
2022-07-18,1325.812866,1555.891235,1325.812866,1555.891235,1555.891235,27043659581
2022-07-19,1555.562012,1584.831909,1481.996338,1508.208984,1508.208984,27128186754
2022-07-20,1508.188477,1576.991821,1474.777832,1493.173096,1493.173096,22534809928
2022-07-21,1493.343750,1561.015869,1442.350098,1542.797363,1542.797363,19578690805
2022-07-22,1542.793335,1615.420898,1492.017090,1505.488647,1505.488647,18533194734
2022-07-23,1504.560547,1558.590210,1464.484253,1516.985352,1516.985352,14685996173
2022-07-24,1516.911987,1620.067871,1516.372070,1568.190918,1568.190918,16881068419
2022-07-25,1567.877808,1574.572266,1413.742554,1413.742554,1413.742554,20134428560
2022-07-26,1413.515259,1413.515259,1346.202393,1423.510254,1423.510254,18007116138
2022-07-27,1425.405884,1603.998047,1403.229736,1603.310059,1603.310059,22544589625
2022-07-28,1603.309326,1740.156738,1581.127441,1692.944824,1692.944824,26718115308
2022-07-29,1693.097656,1720.941284,1632.716187,1689.182861,1689.182861,22735065489
2022-07-30,1688.845459,1699.558105,1640.974854,1658.441040,1658.441040,15232290504
2022-07-31,1658.358276,1707.250244,1637.272217,1646.847778,1646.847778,13907944608
2022-08-01,1646.777466,1661.254028,1572.612671,1593.524414,1593.524414,15778750273
2022-08-02,1592.988525,1641.040527,1531.605469,1607.949951,1607.949951,20113420267
2022-08-03,1608.054199,1646.825195,1570.024536,1593.937378,1593.937378,16527643916
2022-08-04,1593.949341,1631.650391,1548.694336,1569.374146,1569.374146,14118109804
2022-08-05,1568.708618,1700.400146,1568.768433,1700.400146,1700.400146,18205440437
2022-08-06,1700.799194,1712.250000,1660.548462,1660.548462,1660.548462,11541683709
2022-08-07,1660.666138,1694.958862,1642.143677,1670.590942,1670.590942,10078583963
2022-08-08,1670.927856,1771.738892,1668.244873,1741.044434,1741.044434,16514448149
2022-08-09,1741.588867,1750.905640,1636.735474,1668.283325,1668.283325,16034699850
2022-08-10,1668.167114,1815.109497,1631.602173,1797.999634,1797.999634,22830075335
2022-08-11,1798.082764,1864.317261,1798.082764,1822.695557,1822.695557,23085681279
2022-08-12,1822.380615,1907.472900,1808.043945,1907.174194,1907.174194,16728929330
2022-08-13,1907.259521,1962.237915,1898.744263,1930.648071,1930.648071,15628650113
2022-08-14,1931.082520,1971.042480,1869.916138,1888.897217,1888.897217,13714926287
2022-08-15,1888.856689,1958.844604,1845.213257,1873.954712,1873.954712,20026408105
2022-08-16,1872.581909,1881.327515,1831.711670,1846.761353,1846.761353,15376321899
2022-08-17,1846.559692,1920.167847,1794.461426,1800.995483,1800.995483,19953921573
2022-08-18,1801.698853,1859.740967,1794.012207,1830.696899,1830.696899,14866892949
2022-08-19,1830.783569,1830.783569,1605.559082,1607.201538,1607.201538,25813432623
2022-08-20,1606.865967,1646.292358,1528.643433,1571.190918,1571.190918,18266999000
2022-08-21,1570.732544,1634.559814,1563.263062,1613.026245,1613.026245,15787631676
2022-08-22,1612.874756,1632.856323,1534.333252,1632.581543,1632.581543,18672318057
2022-08-23,1633.017822,1672.186646,1582.616455,1668.331909,1668.331909,18383329144
2022-08-24,1668.257080,1691.411621,1618.479858,1662.345215,1662.345215,16834464083
2022-08-25,1662.623413,1718.953003,1662.572144,1701.424316,1701.424316,14862185129
2022-08-26,1701.291504,1692.352783,1504.186279,1513.230469,1513.230469,26810226778
2022-08-27,1513.605957,1522.631470,1459.390503,1496.632813,1496.632813,18184472260
2022-08-28,1496.443970,1511.080322,1439.739990,1439.739990,1439.739990,12905977198
2022-08-29,1439.631470,1555.103394,1436.498901,1551.369385,1551.369385,17946542179
2022-08-30,1551.520752,1592.707031,1478.835571,1520.250244,1520.250244,21784361198
2022-08-31,1520.696777,1605.557983,1520.696777,1547.797974,1547.797974,20513659062
2022-09-01,1547.869263,1601.976929,1529.630249,1593.866577,1593.866577,16513950191
2022-09-02,1593.706909,1640.695435,1560.048584,1584.668091,1584.668091,17792098146
2022-09-03,1584.661377,1586.912598,1548.951904,1564.224121,1564.224121,9561764447
2022-09-04,1564.247559,1591.457153,1550.988159,1592.294800,1592.294800,8966660937
2022-09-05,1592.539429,1629.769653,1570.475708,1625.154297,1625.154297,13124916575
2022-09-06,1625.211670,1693.608154,1577.954834,1577.954834,1577.954834,23184170380
2022-09-07,1577.104248,1649.309326,1517.383789,1630.532227,1630.532227,19567875034
2022-09-08,1630.431030,1655.189941,1605.316162,1633.733521,1633.733521,17603654744
2022-09-09,1633.573853,1725.546021,1630.646973,1693.746094,1693.746094,19943951839
2022-09-10,1693.623779,1757.865967,1684.938477,1749.695679,1749.695679,12934962244
2022-09-11,1749.471313,1755.951538,1714.889282,1749.460327,1749.460327,12377001951
2022-09-12,1749.743286,1762.739624,1675.750244,1691.880371,1691.880371,17462510553
2022-09-13,1692.075195,1716.921265,1567.873047,1584.229370,1584.229370,23117038205
2022-09-14,1578.286621,1645.390625,1567.873047,1637.687744,1637.687744,17929257694
2022-09-15,1638.016357,1652.820679,1467.151123,1473.512451,1473.512451,26979581475
2022-09-16,1473.747681,1479.681763,1415.058960,1430.140015,1430.140015,16737796199
2022-09-17,1430.568115,1470.685913,1412.761230,1467.372437,1467.372437,10780692136
2022-09-18,1467.336304,1467.336304,1330.602661,1332.366089,1332.366089,15727308213
2022-09-19,1332.307739,1384.326782,1290.629150,1373.407349,1373.407349,18656557368
2022-09-20,1373.484741,1375.434448,1323.703857,1328.209106,1328.209106,14764791105
2022-09-21,1328.036011,1401.482422,1249.602783,1274.063721,1274.063721,20997110445
2022-09-22,1273.005493,1358.104248,1264.173096,1349.419556,1349.419556,18763816306
2022-09-23,1349.217407,1377.241577,1305.659668,1370.470337,1370.470337,19367633327
2022-09-24,1370.454956,1389.324707,1354.634277,1360.158447,1360.158447,12485255642
2022-09-25,1360.102051,1376.028564,1318.263062,1336.228394,1336.228394,12185777508
2022-09-26,1336.403198,1387.714722,1329.712158,1388.098755,1388.098755,16668314831
2022-09-27,1388.116211,1451.318604,1365.783447,1386.154053,1386.154053,18623326435
2022-09-28,1385.542969,1388.282349,1325.219971,1377.847534,1377.847534,19569292774
2022-09-29,1377.995361,1391.983154,1329.842529,1358.805908,1358.805908,14036085270
2022-09-30,1358.799927,1394.635864,1352.508057,1354.803833,1354.803833,14537952115
2022-10-01,1355.023193,1359.433350,1332.296387,1337.949463,1337.949463,6352862999
2022-10-02,1338.060669,1342.729004,1301.961304,1302.700073,1302.700073,7736360282
2022-10-03,1302.771362,1353.979614,1298.820068,1345.841187,1345.841187,10324931938
2022-10-04,1345.677368,1366.842285,1345.657104,1364.330566,1364.330566,10156181119
2022-10-05,1364.176514,1364.735229,1337.995850,1364.832764,1364.832764,9861121884
2022-10-06,1364.802002,1392.309570,1378.410522,1380.799683,1380.799683,12292488134
2022-10-07,1380.929321,1387.841431,1355.847168,1368.217773,1368.217773,10331190260
2022-10-08,1368.068237,1371.747681,1341.275146,1349.923218,1349.923218,5956567171
2022-10-09,1349.881836,1362.409912,1343.606201,1358.600342,1358.600342,5635543362
2022-10-10,1358.615112,1371.005737,1329.714844,1329.714844,1329.714844,9055854530
2022-10-11,1329.480103,1327.388428,1311.641479,1319.040405,1319.040405,9560900038
2022-10-12,1319.201782,1342.739502,1318.180908,1334.261108,1334.261108,8609583146
2022-10-13,1334.272461,1335.752808,1252.804932,1318.808350,1318.808350,17915882791
2022-10-14,1318.731323,1370.813354,1316.601318,1334.590576,1334.590576,13489450974
2022-10-15,1334.471191,1338.009766,1304.807495,1311.394165,1311.394165,6993276414
2022-10-16,1311.531860,1350.409546,1311.531860,1341.179932,1341.179932,7691681566
2022-10-17,1341.193237,1357.222534,1331.863403,1352.838623,1352.838623,9550320722
2022-10-18,1352.794189,1360.255615,1311.676270,1328.696289,1328.696289,10561811436
2022-10-19,1328.814087,1330.892700,1314.662354,1316.578979,1316.578979,8550959099
2022-10-20,1316.493042,1330.389404,1306.415039,1312.182007,1312.182007,9212582791
2022-10-21,1312.168823,1323.300293,1297.773193,1318.323730,1318.323730,10559767680
2022-10-22,1318.279053,1336.093628,1314.267700,1333.251465,1333.251465,7278792745
2022-10-23,1333.200928,1387.630127,1321.696655,1382.456177,1382.456177,10047669326
2022-10-24,1382.501587,1389.335083,1345.402954,1360.763184,1360.763184,13246281119
2022-10-25,1360.472656,1515.161743,1352.283325,1467.064819,1467.064819,25460998068
2022-10-26,1466.530640,1577.661255,1466.829712,1552.047729,1552.047729,32402433404
2022-10-27,1552.319946,1560.306152,1515.430786,1519.390503,1519.390503,22889057554
2022-10-28,1519.338623,1574.464600,1502.015625,1560.936035,1560.936035,20044714158
2022-10-29,1560.732178,1658.180420,1555.422607,1625.381958,1625.381958,21694012880
2022-10-30,1625.381470,1642.782227,1586.815552,1598.045288,1598.045288,13993664212
2022-10-31,1597.741821,1641.174805,1573.105713,1590.871460,1590.871460,19529818102
2022-11-01,1590.801514,1617.606201,1583.304321,1599.277100,1599.277100,14687056794
2022-11-02,1599.067871,1619.449707,1535.446777,1548.510376,1548.510376,23694885717
2022-11-03,1548.523560,1583.567017,1545.615601,1570.891602,1570.891602,14614433889
2022-11-04,1570.743774,1672.839355,1567.365479,1647.977295,1647.977295,20843438956
2022-11-05,1648.040527,1663.226196,1628.646973,1630.654175,1630.654175,11025134696
2022-11-06,1630.587158,1649.506470,1583.567383,1583.567383,1583.567383,11716593528
2022-11-07,1583.348022,1600.024536,1561.144409,1565.841553,1565.841553,15253177574
2022-11-08,1565.580322,1572.225098,1251.968262,1322.166260,1322.166260,41711409173
2022-11-09,1322.450806,1326.148804,1081.814575,1098.027710,1098.027710,38788823261
2022-11-10,1097.965332,1320.547974,1091.431519,1275.007446,1275.007446,28043079081
2022-11-11,1274.436157,1278.805786,1177.454712,1241.114136,1241.114136,20171186309
2022-11-12,1241.323608,1242.010620,1197.520386,1211.473267,1211.473267,10582406181
2022-11-13,1211.640137,1227.343750,1167.581055,1183.151123,1183.151123,10378269191
2022-11-14,1183.224976,1244.662476,1141.561890,1203.114502,1203.114502,14562166558
2022-11-15,1203.185669,1226.627563,1199.498535,1208.528809,1208.528809,11390767830
2022-11-16,1208.598877,1218.230103,1146.461304,1169.601685,1169.601685,11487744708
2022-11-17,1169.838501,1179.210815,1152.078491,1158.972412,1158.972412,9384875014
2022-11-18,1158.966187,1182.793335,1158.966187,1171.927002,1171.927002,7714158323
2022-11-19,1171.845093,1186.832397,1160.384521,1177.736206,1177.736206,5779079582
2022-11-20,1177.745361,1183.198486,1101.670654,1105.875732,1105.875732,9341900370
2022-11-21,1105.807129,1105.807129,1059.193970,1081.789185,1081.789185,13742641470
2022-11-22,1081.343018,1102.658447,1052.426514,1100.936523,1100.936523,11677524125
2022-11-23,1101.177246,1137.779907,1096.788818,1135.721313,1135.721313,10791541183
2022-11-24,1135.861084,1160.979004,1133.526978,1156.813599,1156.813599,9326096119
2022-11-25,1156.636963,1156.636963,1128.470703,1151.318970,1151.318970,5265576994
2022-11-26,1151.188843,1178.202026,1150.523926,1157.903198,1157.903198,4872208967
2022-11-27,1157.910278,1171.779541,1152.704834,1152.789551,1152.789551,4328025712
2022-11-28,1152.628906,1154.465820,1113.311401,1131.222900,1131.222900,7033766340
2022-11-29,1131.018188,1183.343384,1124.143799,1178.712402,1178.712402,7399665984
2022-11-30,1178.739014,1250.435059,1175.979614,1243.084961,1243.084961,9437555973
2022-12-01,1243.162598,1242.997314,1208.393677,1212.323608,1212.323608,6514304714
2022-12-02,1212.375610,1228.379272,1206.256958,1228.379272,1228.379272,5897159879
2022-12-03,1228.524658,1233.634277,1178.109009,1179.914917,1179.914917,5383260945
2022-12-04,1179.805054,1216.072144,1179.513306,1214.238892,1214.238892,4907319346
2022-12-05,1213.994385,1235.194458,1194.303833,1200.085205,1200.085205,5830823675
2022-12-06,1200.254272,1215.105103,1191.981812,1214.847778,1214.847778,4861872460
2022-12-07,1214.751587,1216.943726,1171.002075,1172.406616,1172.406616,5472021018
2022-12-08,1172.420288,1218.713013,1167.953125,1213.671997,1213.671997,5899435196
2022-12-09,1213.635010,1221.930176,1197.028809,1198.740479,1198.740479,5410358175
2022-12-10,1198.826416,1213.801147,1197.287354,1201.332520,1201.332520,3113884539
2022-12-11,1201.364502,1217.556885,1196.671143,1201.275513,1201.275513,3195502508
2022-12-12,1200.994995,1210.760864,1182.260132,1209.152100,1209.152100,4886538084
2022-12-13,1209.193237,1258.439087,1192.785156,1242.936646,1242.936646,8294923540
2022-12-14,1243.067749,1260.502563,1223.515015,1226.404907,1226.404907,7334960061
2022-12-15,1226.275879,1228.182739,1187.777832,1190.322021,1190.322021,5670646882
2022-12-16,1190.422363,1201.536499,1096.617432,1102.357788,1102.357788,8773321960
2022-12-17,1102.176147,1122.322998,1099.498169,1121.477783,1121.477783,4792353298
2022-12-18,1121.457886,1127.202393,1110.185303,1119.290527,1119.290527,3165087010
2022-12-19,1119.331177,1125.628662,1093.960693,1100.242310,1100.242310,4658395581
2022-12-20,1100.499390,1149.928589,1099.259277,1146.023438,1146.023438,6291442033
2022-12-21,1145.913208,1146.540649,1137.347290,1144.015869,1144.015869,3975382127
2022-12-22,1144.084351,1152.664795,1121.666016,1149.091675,1149.091675,4997020332
2022-12-23,1148.994751,1155.593506,1148.295532,1143.861572,1143.861572,4533442517
2022-12-24,1143.822632,1148.302002,1140.265259,1144.774292,1144.774292,2461905837
2022-12-25,1144.795776,1146.995239,1133.447632,1147.690552,1147.690552,3712193171
2022-12-26,1147.651123,1153.225830,1142.375610,1153.225830,1153.225830,3084824593
2022-12-27,1153.237793,1156.799683,1133.941040,1140.174561,1140.174561,3846546242
2022-12-28,1140.122803,1140.012451,1116.936279,1119.576904,1119.576904,4696322522
2022-12-29,1119.599609,1130.266235,1118.218506,1127.142090,1127.142090,3876192461
2022-12-30,1127.117920,1127.496460,1110.633667,1118.049438,1118.049438,3781115735
2022-12-31,1118.168213,1123.469238,1113.321533,1115.715088,1115.715088,2814072444
2023-01-01,1115.661499,1125.114746,1112.092529,1121.744385,1121.744385,2241382418
2023-01-02,1121.873779,1143.637695,1115.912476,1137.670532,1137.670532,3527080958
2023-01-03,1137.752319,1143.975952,1143.527100,1151.962646,1151.962646,3217521542
2023-01-04,1151.905518,1193.100464,1148.826050,1184.741211,1184.741211,6038532556
2023-01-05,1184.701660,1185.385620,1180.071655,1188.484375,1188.484375,3803513944
2023-01-06,1188.503784,1196.045410,1182.728394,1190.360107,1190.360107,4667418805
2023-01-07,1190.398315,1193.554321,1183.730103,1185.604858,1185.604858,2405600831
2023-01-08,1185.521973,1207.321777,1181.812988,1207.321777,1207.321777,3277792237
2023-01-09,1207.407349,1248.936279,1207.769897,1231.326782,1231.326782,7444987499
2023-01-10,1231.192993,1250.184814,1229.502930,1244.665039,1244.665039,5429214747
2023-01-11,1244.572632,1289.222900,1230.664917,1289.222900,1289.222900,5865788316
2023-01-12,1305.402832,1319.741211,1281.339844,1305.664673,1305.664673,11261794123
2023-01-13,1305.671875,1347.597900,1294.246094,1338.324951,1338.324951,7084446549
2023-01-14,1338.153198,1441.432861,1337.747559,1430.078979,1430.078979,14243204001
2023-01-15,1430.101685,1435.837158,1402.584961,1434.459961,1434.459961,6259608305
2023-01-16,1434.496704,1473.543091,1412.936035,1455.784790,1455.784790,7805459948
2023-01-17,1456.037720,1466.991089,1435.077271,1453.126709,1453.126709,7043410094
2023-01-18,1452.990356,1472.094116,1395.443359,1403.520142,1403.520142,9589717049
2023-01-19,1403.281738,1437.872681,1402.476440,1433.107544,1433.107544,5937730920
2023-01-20,1432.938721,1526.098999,1426.059570,1525.977905,1525.977905,7841465836
2023-01-21,1525.933716,1539.138306,1495.592651,1495.873291,1495.873291,8144654321
2023-01-22,1496.101074,1527.923340,1483.292969,1498.832886,1498.832886,6919880104
2023-01-23,1498.988159,1506.395386,1480.306274,1497.730469,1497.730469,7602024464
2023-01-24,1497.359985,1507.022583,1425.215332,1429.401611,1429.401611,7511799003
2023-01-25,1429.588257,1495.562622,1405.549561,1475.797119,1475.797119,9705172616
2023-01-26,1475.220093,1490.145630,1459.927368,1471.635254,1471.635254,7706815438
2023-01-27,1471.611450,1487.314209,1437.488159,1470.041870,1470.041870,7473175731
2023-01-28,1470.013306,1475.793457,1439.770630,1446.250244,1446.250244,5337921783
2023-01-29,1446.429077,1521.688354,1443.076904,1514.135498,1514.135498,8095437459
2023-01-30,1514.128296,1514.781128,1425.657837,1444.487305,1444.487305,8460902850
2023-01-31,1444.573364,1472.095581,1440.456177,1460.807251,1460.807251,6063334386
2023-02-01,1460.763672,1492.827026,1436.748657,1490.803589,1490.803589,7370484273
2023-02-02,1490.416138,1560.774048,1490.038574,1506.913330,1506.913330,9682150989
2023-02-03,1506.604370,1542.412354,1500.011108,1540.638794,1540.638794,7560482103
2023-02-04,1540.385864,1563.257690,1525.316650,1541.946411,1541.946411,5404762658
2023-02-05,1542.045654,1544.150635,1498.671631,1512.284424,1512.284424,6419980973
2023-02-06,1512.283936,1540.516968,1502.297241,1506.400513,1506.400513,6449569713
2023-02-07,1506.179199,1560.213989,1504.950562,1558.155151,1558.155151,7483487813
2023-02-08,1558.063599,1573.504761,1525.120117,1540.508301,1540.508301,7284923814
2023-02-09,1540.849365,1543.666992,1431.304199,1439.964478,1439.964478,9800314475
2023-02-10,1440.111816,1446.646484,1409.488159,1417.288818,1417.288818,7856470156
2023-02-11,1417.356934,1442.049683,1412.870850,1440.732422,1440.732422,4737809378
2023-02-12,1440.591309,1444.399292,1405.856445,1418.913940,1418.913940,4982195806
2023-02-13,1418.804688,1426.948853,1372.182129,1404.509888,1404.509888,8726064214
2023-02-14,1404.347900,1451.131348,1395.271362,1450.208984,1450.208984,8615858910
2023-02-15,1450.106445,1565.986694,1441.307739,1565.484741,1565.484741,9367242652
2023-02-16,1565.598389,1622.998657,1535.854736,1537.720825,1537.720825,11912027488
2023-02-17,1537.920044,1604.849365,1534.511719,1581.475220,1581.475220,9147081217
2023-02-18,1581.436401,1591.293823,1571.101685,1578.706055,1578.706055,5124285196
2023-02-19,1578.576172,1604.020508,1566.667725,1573.782227,1573.782227,6513584808
2023-02-20,1574.625366,1606.071045,1554.032715,1593.908203,1593.908203,7211497999
2023-02-21,1594.023071,1606.926758,1542.066040,1556.630859,1556.630859,8188194641
2023-02-22,1556.729004,1561.897339,1510.692749,1549.408081,1549.408081,8664700575
2023-02-23,1549.471191,1576.449829,1539.135986,1557.974731,1557.974731,8505006820
2023-02-24,1557.806030,1566.108521,1501.447998,1519.525024,1519.525024,8416980204
2023-02-25,1519.794434,1519.989868,1482.744385,1508.550293,1508.550293,5351322525
2023-02-26,1508.404785,1558.745239,1504.273315,1554.762817,1554.762817,5427558452
2023-02-27,1554.712158,1570.673462,1523.173462,1540.434326,1540.434326,6823896750
2023-02-28,1540.600220,1551.454468,1514.861816,1518.340088,1518.340088,5978903766
2023-03-01,1518.477417,1559.177979,1515.410889,1559.177979,1559.177979,7219133949
2023-03-02,1559.286133,1566.812134,1530.975098,1554.311646,1554.311646,6681160437
2023-03-03,1554.536621,1555.598633,1460.035645,1474.573486,1474.573486,9324097793
2023-03-04,1474.677368,1480.653076,1458.193481,1472.465088,1472.465088,4124460545
2023-03-05,1472.705078,1488.708008,1465.915283,1472.329346,1472.329346,4725181143
2023-03-06,1472.248779,1478.848145,1463.150757,1466.702759,1466.702759,4908183713
2023-03-07,1466.727051,1477.716919,1456.477783,1480.737549,1480.737549,6497756980
2023-03-08,1480.780029,1486.953247,1454.235840,1454.235840,1454.235840,6759179717
2023-03-09,1454.182251,1464.378418,1345.338135,1359.015015,1359.015015,8934298915
2023-03-10,1454.182251,1464.518921,1345.338135,1359.015015,1359.015015,8934298915
2023-03-11,1359.109009,1359.109009,1301.583008,1341.113403,1341.113403,11884942937
